"Title","Year","DOI","score","title_dist","new_title","Project","Relation"
"Historical nectar assessment reveals the fall and rise of floral resources in Britain",2016,"10.1038/nature16532","54.81771",0,"Historical nectar assessment reveals the fall and rise of floral resources in Britain","Fellow","Proposal"
"Habitat, spatial and temporal drivers of diversity patterns in a wild bee assemblage",2015,"10.1007/s10531-014-0852-x","60.94342",0,"Habitat, spatial and temporal drivers of diversity patterns in a wild bee assemblage","Fellow","Proposal"
"Farmland practices are driving bird population decline across Europe",2023,"10.1073/pnas.2216573120",NA,NA,NA,"Fellow","Proposal"
"Exploring the potential of vineyards for biodiversity conservation and delivery of biodiversity- mediated ecosystem services: A global-scale systematic review",2020,"10.1016/j.scitotenv.2019.135839","79.92132",0,"Exploring the potential of vineyards for biodiversity conservation and delivery of biodiversity-mediated ecosystem services: A global-scale systematic review","Fellow","Proposal"
"Ecological impacts of arable intensification in Europe",2001,"10.1006/jema.2001.0473","37.45381",0,"Ecological impacts of arable intensification in Europe","Fellow","Proposal"
"Combining the fourth-corner and the RLQ methods for assessing trait responses to environmental variation",2014,"10.1890/13-0196.1","64.17606",0,"Combining the fourth‐corner and the RLQ methods for assessing trait responses to environmental variation","Fellow","Proposal"
"Climate and tillage system drive weed communities’ functional diversity in a Mediterranean cereal-legume rotation",2019,"10.1016/j.agee.2019.106574","75.31164",0,"Climate and tillage system drive weed communities’ functional diversity in a Mediterranean cereal-legume rotation","Fellow","Proposal"
"Both long-term grasslands and crop diversity are needed to limit pest and weed infestations in agricultural landscapes",2023,"10.1073/pnas.2300861120","65.89552",0,"Both long-term grasslands and crop diversity are needed to limit pest and weed infestations in agricultural landscapes","Fellow","Proposal"
"Arable weed decline in Northern France: Crop edges as refugia for weed conservation?",2009,"10.1016/j.biocon.2008.09.029","91.1845",0,"Arable weed decline in Northern France: Crop edges as refugia for weed conservation?","Fellow","Proposal"
"Agroecology and the design of climate change- resilient farming systems",2015,"10.1007/s13593-015-0285-2","43.30871",0,"Agroecology and the design of climate change-resilient farming systems","Fellow","Proposal"
"A vegetation-based indicator to assess the pollination value of field margin flora",2014,"10.1016/j.ecolind.2014.03.022","61.76152",0,"A vegetation-based indicator to assess the pollination value of field margin flora","Fellow","Proposal"
"A plant-trait response and effect framework to assess inter-row vineyards soil management",2016,NA,NA,NA,NA,"Fellow","Proposal"
"A global method for calculating plant CSR ecological strategies applied across biomes world-wide",2017,"10.1111/1365-2435.12722","33.898777",8,"A global method for calculating plant <scp>CSR</scp> ecological strategies applied across biomes world‐wide","Fellow","Proposal"
"A framework to estimate the contribution of weeds to the delivery of ecosystem (dis)services in agricultural landscapes",2021,"10.1016/j.ecolind.2021.108321","55.05407",0,"A framework to estimate the contribution of weeds to the delivery of ecosystem (dis)services in agricultural landscapes","Fellow","Proposal"
"The nature of economic costs of biological invasions",2022,"10.1007/s10530-022-02837-z","36.47528",0,"The nature of economic costs of biological invasions","Elan","Top5"
"Quand jouer la carte des sites naturels de compensation dans un territoire ?",2022,NA,NA,NA,NA,"Elan","Top5"
"High and rising economic costs of biological invasions worldwide",2021,"10.1038/s41586-021-03405-6","41.42907",0,"High and rising economic costs of biological invasions worldwide","Elan","Top5"
"Biodiversity offsets and payments for environmental services: Clarifying the family ties",2020,"10.1016/j.ecolecon.2019.106428","56.05191",0,"Biodiversity offsets and payments for environmental services: Clarifying the family ties","Elan","Top5"
"Analysing economic costs of invasive alien species with the INVACOST R package",2022,"10.1111/2041-210x.13929",NA,0,"Analysing economic costs of invasive alien species with the INVACOST R package","Elan","Top5"
"What Conservation Does",2018,"10.1016/j.tree.2018.07.004",NA,NA,NA,"Elan","Proposal"
"Tick Bite Risk as a Socio-Spatial Representation—An Exploratory Study in Massif Central, France",2019,"10.3390/land8030046","71.75898",0,"Tick Bite Risk as a Socio-Spatial Representation—An Exploratory Study in Massif Central, France","Elan","Proposal"
"The Anthropocene: conceptual and historical perspectives",2011,"10.1098/rsta.2010.0327","25.035603",0,"The Anthropocene: conceptual and historical perspectives","Elan","Proposal"
"Mapping ecological distribution conflicts: The EJAtlas",2021,"10.1016/j.exis.2021.02.003","43.472645",0,"Mapping ecological distribution conflicts: The EJAtlas","Elan","Proposal"
"La gouvernance d'une ONG de conservation de la nature : perspective stratégique, Politiques et management public",2012,"10.4000/pmp.1973","77.88533",93,"La gouvernance d’une ONG de conservation de la nature. Perspective stratégique,Environmental protection and the governance of a non governmental organization : a case study in management strategy","Elan","Proposal"
"Identifying choremes in mental maps to better understand socio-spatial representations",2016,"10.4000/cybergeo.27867","78.89369",0,"Identifying choremes in mental maps to better understand socio-spatial representations","Elan","Proposal"
"Environmental conflicts and defenders :A global overview",2020,"10.1016/j.gloenvcha.2020.102104","32.729454",0,"Environmental conflicts and defenders: A global overview","Elan","Proposal"
"Did you say reference conditions? Ecological and socio-economic perspectives on the European Water Framework Directive",2015,"10.1016/j.envsci.2014.10.012","70.903694",0,"Did you say reference conditions? Ecological and socio-economic perspectives on the European Water Framework Directive","Elan","Proposal"
"Deliberative monetary valuation: In search of a democratic and value plural approach to environmental policy",2013,"10.1111/j.1467-6419.2011.00718.x","62.788578",0,"DELIBERATIVE MONETARY VALUATION: IN SEARCH OF A DEMOCRATIC AND VALUE PLURAL APPROACH TO ENVIRONMENTAL POLICY","Elan","Proposal"
"Deliberative Ecological Economics for Sustainability Governance",2010,"10.3390/su2113399","43.273186",0,"Deliberative Ecological Economics for Sustainability Governance","Elan","Proposal"
"Comprendre les conflits environnementaux : le cas de l’eau en Espagne",2016,"10.3917/leco.069.0066","74.83838",0,"Comprendre les conflits environnementaux : le cas de l'eau en Espagne","Elan","Proposal"
"Changing social metabolism and environmental conflicts in India and South America",2016,"10.2458/v23i1.20252","50.792763",0,"Changing social metabolism and environmental conflicts in India and South America","Elan","Proposal"
"Can linear transportation infrastructure verges constitute a habitat and/or a corridor for insects in temperate landscapes? A systematic review",2018,"10.1186/s13750-018-0117-3","71.09081",0,"Can linear transportation infrastructure verges constitute a habitat and/or a corridor for insects in temperate landscapes? A systematic review","Elan","Proposal"
"Biodiversity Offsets and Infrastructure: Biodiversity Offsets and Infrastructure",2011,"10.1111/j.1523-1739.2011.01769.x","73.831024",40,"Biodiversity Offsets and Infrastructure","Elan","Proposal"
"Bending the curve of biodiversity loss",2020,NA,NA,NA,NA,"Elan","Proposal"
"A global strategy for road building",2014,"10.1038/nature13717","19.702782",0,"A global strategy for road building","Elan","Proposal"
"A global environmental justice movement: mapping ecological distribution conflicts",2020,"10.14198/disjuntiva2020.1.2.6","54.194515",0,"A global environmental justice movement: mapping ecological distribution conflicts","Elan","Proposal"
"« Naturalité » : concepts et méthodes appliqués à la conservation de la nature",2018,"10.4000/cybergeo.29140","78.50513",0,"« Naturalité » : concepts et méthodes appliqués à la conservation de la nature","Elan","Proposal"
"What evidence exists regarding the effects of photovoltaic panels on biodiversity? A critical systematic map protocol",2022,"10.1186/s13750-022-00291-x",NA,NA,NA,"Ebenn","Top5"
"What are the toxicity thresholds of chemical pollutants for tropical reef-building corals? A systematic review",2023,"10.1186/s13750-023-00298-y",NA,NA,NA,"Ebenn","Top5"
"The nationwide 'ZNIEFF' inventory in France: an open dataset of more than one million species data in zones of high ecological value",2022,"10.3897/BDJ.10.e71222",NA,NA,NA,"Ebenn","Top5"
"Assessing and forecasting the effects of submersion on biodiversity. A method to implement an ecological-quality indicator in a context of coastal realignment and rising sea levels",2022,"10.1016/j.ecolind.2022.109216",NA,NA,NA,"Ebenn","Top5"
"A flashing light may not be that flashy: A systematic review on critical fusion frequencies",2022,"10.1371/journal.pone.0279718",NA,NA,NA,"Ebenn","Top5"
"The role of exotic tree species in Nordic forestry",2014,"10.1080/02827581.2014.926098","39.11223",0,"The role of exotic tree species in Nordic forestry","Ebenn","Proposal"
"Statistical methods for meta-analysis",1985,"10.1016/c2009-0-03396-0","28.615353",0,"Statistical Methods for Meta-Analysis","Ebenn","Proposal"
"Risks, benefits, and knowledge gaps of non-native tree species in Europe.",2022,"10.3389/fevo.2022.908464","36.585922",0,"Risks, benefits, and knowledge gaps of non-native tree species in Europe","Ebenn","Proposal"
"Introducing tree species in forests and the implications for biodiversity. Introduced tree species in European forests: opportunities and challenges",2016,NA,NA,NA,NA,"Ebenn","Proposal"
"Introduced tree species in central Europe–consequences for arthropod communities and species interactions. Introduced tree species in European forests: opportunities and challenges",2016,NA,NA,NA,NA,"Ebenn","Proposal"
"Impact of Sitka spruce on biodiversity in NW Europe with a special focus on Norway–evidence, perceptions and regulations.",2020,"10.1080/02827581.2020.1748704","76.35759",0,"Impact of Sitka spruce on biodiversity in NW Europe with a special focus on Norway – evidence, perceptions and regulations","Ebenn","Proposal"
"Impact of non-native tree species in Europe on soil properties and biodiversity: a review.",2022,"10.3897/neobiota.78.87022","36.92848",1,"﻿Impact of non-native tree species in Europe on soil properties and biodiversity: a review","Ebenn","Proposal"
